epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
8,3.4506473612077166,3.427057077388952,11.461319904785157,0.112,0.4179999999809265,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
9,3.4118859744308017,3.3607982940012864,11.65714944732666,0.108,0.4099999999427795,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
10,3.365709670699469,3.3218440360361985,11.855135023803712,0.094,0.33599999996185304,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
11,3.375689067462883,3.3150564585581863,11.715549580688476,0.108,0.383999999961853,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
12,3.339141002976068,3.300454009877573,11.949634592895508,0.112,0.359999999961853,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
13,3.101607972500371,3.070732270970064,11.795047706604004,0.1,0.3720000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
13,3.101607972500371,3.070732270970064,11.795047706604004,0.1,0.3720000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
13,3.101607972500371,3.070732270970064,11.795047706604004,0.1,0.3720000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
14,3.1050670100193396,3.0543577250312355,11.929257708740234,0.096,0.35600000015258787,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
14,3.1050670100193396,3.0543577250312355,11.929257708740234,0.096,0.35600000015258787,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
14,3.1050670100193396,3.0543577250312355,11.929257708740234,0.096,0.35600000015258787,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
15,3.099335929926704,3.0419744557025385,11.869243515930176,0.096,0.35000000015258786,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
15,3.099335929926704,3.0419744557025385,11.869243515930176,0.096,0.35000000015258786,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
15,3.099335929926704,3.0419744557025385,11.869243515930176,0.096,0.35000000015258786,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
16,3.07367752346338,3.021902046951593,12.02412390991211,0.094,0.3860000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
16,3.07367752346338,3.021902046951593,12.02412390991211,0.094,0.3860000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
16,3.07367752346338,3.021902046951593,12.02412390991211,0.094,0.3860000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
17,3.0830704137390734,3.0233226126315547,11.913249853820801,0.098,0.35000000015258786,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
17,3.0830704137390734,3.0233226126315547,11.913249853820801,0.098,0.35000000015258786,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
17,3.0830704137390734,3.0233226126315547,11.913249853820801,0.098,0.35000000015258786,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
18,3.0708041681962857,3.028969486554464,11.960155476379395,0.092,0.35600000015258787,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
18,3.0708041681962857,3.028969486554464,11.960155476379395,0.092,0.35600000015258787,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
18,3.0708041681962857,3.028969486554464,11.960155476379395,0.092,0.35600000015258787,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
19,3.047410020641252,3.0111569399927176,11.974002045898438,0.1,0.35399999993324277,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
19,3.047410020641252,3.0111569399927176,11.974002045898438,0.1,0.35399999993324277,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
19,3.047410020641252,3.0111569399927176,11.974002045898438,0.1,0.35399999993324277,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
20,3.034137999310213,2.9802967987808526,12.008491008300782,0.086,0.3380000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
20,3.034137999310213,2.9802967987808526,12.008491008300782,0.086,0.3380000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
20,3.034137999310213,2.9802967987808526,12.008491008300782,0.086,0.3380000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
21,3.045149555393294,2.982791685590557,11.846129569091797,0.1,0.3700000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
21,3.045149555393294,2.982791685590557,11.846129569091797,0.1,0.3700000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
21,3.045149555393294,2.982791685590557,11.846129569091797,0.1,0.3700000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
22,3.030808509564867,2.969969069256502,11.928334503173827,0.1,0.3719999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
22,3.030808509564867,2.969969069256502,11.928334503173827,0.1,0.3719999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
22,3.030808509564867,2.969969069256502,11.928334503173827,0.1,0.3719999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
23,3.029689213808845,2.9977596881342867,11.923452868347168,0.096,0.3519999998664856,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
23,3.029689213808845,2.9977596881342867,11.923452868347168,0.096,0.3519999998664856,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
23,3.029689213808845,2.9977596881342867,11.923452868347168,0.096,0.3519999998664856,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
24,3.0058134139752855,2.9799164136250815,11.89028306213379,0.104,0.3979999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
24,3.0058134139752855,2.9799164136250815,11.89028306213379,0.104,0.3979999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
24,3.0058134139752855,2.9799164136250815,11.89028306213379,0.104,0.3979999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
25,3.0103285499647554,2.9747651184306427,11.85103457977295,0.098,0.4260000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
25,3.0103285499647554,2.9747651184306427,11.85103457977295,0.098,0.4260000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
25,3.0103285499647554,2.9747651184306427,11.85103457977295,0.098,0.4260000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
26,3.017460353234235,2.971166351262261,11.83277822479248,0.094,0.4259999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
26,3.017460353234235,2.971166351262261,11.83277822479248,0.094,0.4259999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
26,3.017460353234235,2.971166351262261,11.83277822479248,0.094,0.4259999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
27,3.0244099719851625,2.969971553952086,11.873364044189453,0.104,0.4119999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
27,3.0244099719851625,2.969971553952086,11.873364044189453,0.104,0.4119999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
27,3.0244099719851625,2.969971553952086,11.873364044189453,0.104,0.4119999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
28,2.980987301059798,2.9566498293596157,11.950210181884765,0.088,0.35399999993324277,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
28,2.980987301059798,2.9566498293596157,11.950210181884765,0.088,0.35399999993324277,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
28,2.980987301059798,2.9566498293596157,11.950210181884765,0.088,0.35399999993324277,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
29,2.9816869544047937,2.9538513982997223,11.906174715270996,0.1,0.3699999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
29,2.9816869544047937,2.9538513982997223,11.906174715270996,0.1,0.3699999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
29,2.9816869544047937,2.9538513982997223,11.906174715270996,0.1,0.3699999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
30,2.9908562501271567,2.9483066914128324,11.978942341003417,0.1,0.3919999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
30,2.9908562501271567,2.9483066914128324,11.978942341003417,0.1,0.3919999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
30,2.9908562501271567,2.9483066914128324,11.978942341003417,0.1,0.3919999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
31,3.0014821758457257,2.9720257894665587,12.004427304077149,0.1,0.3780000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
31,3.0014821758457257,2.9720257894665587,12.004427304077149,0.1,0.3780000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
31,3.0014821758457257,2.9720257894665587,12.004427304077149,0.1,0.3780000001525879,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
32,2.970617308336146,2.949781567442651,11.841484005737305,0.102,0.3819999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
32,2.970617308336146,2.949781567442651,11.841484005737305,0.102,0.3819999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
32,2.970617308336146,2.949781567442651,11.841484005737305,0.102,0.3819999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
33,2.990321157025356,2.938909790095161,12.003487795410157,0.096,0.35400000015258787,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
33,2.990321157025356,2.938909790095161,12.003487795410157,0.096,0.35400000015258787,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
33,2.990321157025356,2.938909790095161,12.003487795410157,0.096,0.35400000015258787,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
34,2.9515015798456528,2.917913881002688,11.997422701110839,0.088,0.3519999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
34,2.9515015798456528,2.917913881002688,11.997422701110839,0.088,0.3519999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
34,2.9515015798456528,2.917913881002688,11.997422701110839,0.088,0.3519999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
35,2.959894238733778,2.9434204779419244,11.768130566101075,0.092,0.3919999999666214,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
35,2.959894238733778,2.9434204779419244,11.768130566101075,0.092,0.3919999999666214,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
35,2.959894238733778,2.9434204779419244,11.768130566101075,0.092,0.3919999999666214,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
36,2.950964560695723,2.9022521481794468,11.967494324340821,0.102,0.3639999999666214,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
36,2.950964560695723,2.9022521481794468,11.967494324340821,0.102,0.3639999999666214,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
36,2.950964560695723,2.9022521481794468,11.967494324340821,0.102,0.3639999999666214,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
37,2.9501413527657006,2.9147469015682446,11.858672211608887,0.104,0.3959999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
37,2.9501413527657006,2.9147469015682446,11.858672211608887,0.104,0.3959999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
37,2.9501413527657006,2.9147469015682446,11.858672211608887,0.104,0.3959999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
38,2.9680772692549464,2.92747019552717,11.725467642211914,0.096,0.4139999999666214,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
38,2.9680772692549464,2.92747019552717,11.725467642211914,0.096,0.4139999999666214,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
38,2.9680772692549464,2.92747019552717,11.725467642211914,0.096,0.4139999999666214,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
39,2.967167632252562,2.908598843742819,11.930443748168946,0.098,0.3939999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
39,2.967167632252562,2.908598843742819,11.930443748168946,0.098,0.3939999999332428,132890144.0
epoch,train_loss_largest,train_loss_smallest,eval_loss,eval_prec1,eval_prec5,eval_flops
39,2.967167632252562,2.908598843742819,11.930443748168946,0.098,0.3939999999332428,132890144.0
